hash,item,category_id,date,member_id,person_id,sort_order,record_id
83d47264066d681739970694752173ca0b5e8074,"Name of donor: BLUECO22 Ltd
Address of donor: Stamford Bridge, Fulham Road, London SW6 1HS
Amount of donation or nature and value if donation in kind: Ticket with hospitality for Chelsea v AC Milan, value Â£840
Date received: 4 October 2022
Date accepted: 4 October 2022
Donor status: company, registration 13949552
(Registered 21 October 2022)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/24822,0,2023-10-30-64e8edeb-24822-0
123a1782b83e68153a1e181f025b9b622ade3f8f,"Name of donor: Khaled Said
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£62,500 in relation to my campaign for leadership of the Conservative Party
Date received: 29 September 2022
Date accepted: 29 September 2022
Donor status: individual
(Registered 06 October 2022)",70b64e89,2023-10-30,,uk.org.publicwhip/person/24822,0,2023-10-30-70b64e89-24822-0
10a187cd6e9318ec5d6eb1d3389d701e28c7fbe7,"8 November 2022, received Â£6,150 from HarperCollins, the News Building, 1 London Bridge Street, London SE1 9GF, via the Blair Partnership (literary agent), PO BOX 7828, London W1A 4GE, as an advance payment for a book. Hours: estimated at 175 hrs between May and November 2022. (Registered 11 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/24822,0,2023-10-30-10057ffd-24822-0
642924f7850cf1a46acc51384a739626e348848f,"From 20 May 2021 until 27 September 2023, Member of the Teesside Freeport Board. This was an unpaid role. (Registered 24 May 2021; updated 19 July 2023 and 27 September 2023)",5f2cbd10,2023-10-30,,uk.org.publicwhip/person/25806,2,2023-10-30-5f2cbd10-25806-0
feb75603b60aa4603349f3e497dabc23cf3037c9,"From 29 May 2020 until 18 September 2023, a member of the South Tees Development Corporation (STDC) Board. This was an unpaid role. (Registered 29 May 2020; updated 22 September 2023)",5f2cbd10,2023-10-30,,uk.org.publicwhip/person/25806,1,2023-10-30-5f2cbd10-25806-0
814c4c601480fe0f171489d1d769eafa1f5efce9,"From 1 February 2020, a member of the Redcar Town Deal Fund Board. This is an unpaid role. (Registered 24 February 2020)",5f2cbd10,2023-10-30,,uk.org.publicwhip/person/25806,0,2023-10-30-5f2cbd10-25806-0
0aafe850387f461c4bdb7db08ee2c12068703832,"Name of donor: John James
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£15,000
Donor status: individual
(Registered 19 September 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25806,4,2023-10-30-2fa6c1a9-25806-0
696830a92dc856febe3e6253eb3365faec8fd527,"Name of donor: United and Cecil Club
Address of donor: 97 Mill Hill Road, London W3 8JF
Amount of donation or nature and value if donation in kind: Â£5,000
Donor status: unincorporated association
(Registered 18 July 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25806,3,2023-10-30-2fa6c1a9-25806-0
470ea1ac9813d37e89cbb85383cad6211b5d5f10,"Name of donor: Watford and South West Hertfordshire Business Club
Address of donor: 1 Temple Close, Watford WD17 3DR
Amount of donation or nature and value if donation in kind: Â£2,000
Donor status: unincorporated association
(Registered 14 March 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25806,2,2023-10-30-2fa6c1a9-25806-0
b8b7e8e4c70e63dfc5f01e22271d779b406afccd,"Name of donor: Mike Pugsley
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£5,000
Donor status: individual
(Registered 13 March 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25806,1,2023-10-30-2fa6c1a9-25806-0
3acca2306eb2bccb5aaf20513efd5f38a017d39b,"Name of donor: United and Cecil Club
Address of donor: 97 Mill Hill Road, London W3 8JF
Amount of donation or nature and value if donation in kind: Â£5,000
Donor status: unincorporated association
(Registered 13 March 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25806,0,2023-10-30-2fa6c1a9-25806-0
fd0e2998793aad25917e6cf377217f4a29d6abfb,"Name of donor: Ministry of Foreign Affairs of the State of Qatar
Address of donor: Ministry of Foreign Affairs, Almirqab Tower, West Bay, Doha, Qatar
Estimate of the probable value (or amount of any donation): Return flights, accommodation and food, estimated value Â£6,872
Destination of visit: Doha, Qatar
Dates of visit: 19-23 September 2023
Purpose of visit: Qatar APPG visit to meet with ministers, the Shura Council and senior local and international stakeholders in international development to explore ways of enhancing UK-Qatar cooperation on global development and aid.
(Registered 16 October 2023)",891eb863,2023-10-30,,uk.org.publicwhip/person/25649,1,2023-10-30-891eb863-25649-0
fa0aa86352aa455d08e4934c3b1ffea185ae28b2,"Name of donor: Speaker's Office, Government of Pakistan
Address of donor: Constitution Avenue, G-5/2 Islamabad, Pakistan
Estimate of the probable value (or amount of any donation): Return flights to Pakistan (Â£941.46) and three nights' full board accommodation (Â£286.53), total value Â£1,227.99
Destination of visit: Islamabad, Pakistan
Dates of visit: 5-13 May 2023
Purpose of visit: Pakistan 1973 Constitution Golden Jubilee Celebration.
(Registered 05 June 2023; updated 23 June 2023)",891eb863,2023-10-30,,uk.org.publicwhip/person/25649,0,2023-10-30-891eb863-25649-0
2786a61dde1c183b6b60ee21d455dc207671594e,Barrister (non-practising).,5f2cbd10,2023-10-30,,uk.org.publicwhip/person/11791,0,2023-10-30-5f2cbd10-11791-0
db8539d9509e738137d87e5aa045f1ac561233d9,"From 6 October 2022 until further notice, legal consultant to Bird and Bird LLP (law firm), 12 New Fetter Lane, London EC4A 1JP. I receive Â£4,000 per month. Hours: 32 hrs per month. (Registered 17 October 2022; updated 25 October 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11791,0,2023-10-30-10057ffd-11791-0
6848beb527060bcbfdfc3cf64f325b50fe502f4b,"From 12 November 2018, Trustee of the Grassroots Foundation, a charitable foundation which seeks to improve the quality of, and access to, education. (Registered 07 January 2019)",5f2cbd10,2023-10-30,,uk.org.publicwhip/person/25360,0,2023-10-30-5f2cbd10-25360-0
947c5e612f7da9f8a59729738dbaf0bd047ef3c8,"Name of donor: Royal Thai Embassy, London
Address of donor: 29-30 Queen's Gate, South Kensington, London SW7 5JB
Estimate of the probable value (or amount of any donation): Flights (Â£1,574.31) and accommodation (Â£627.38), value Â£2,201.69
Destination of visit: Bangkok, Thailand
Dates of visit: 16-21 September 2023
Purpose of visit: APPG for Thailand delegation arranged by the Thai and British Embassies. Meetings were held with the Deputy Prime Minister, Speaker of the Parliament, Thailand/Britain Friendship Group and Thai Chamber of Commerce.
(Registered 16 October 2023)",891eb863,2023-10-30,,uk.org.publicwhip/person/25360,0,2023-10-30-891eb863-25360-0
a25df548d9fbadcf84c0f60fe1160b294ab3545e,"Name of donor: Bacon Estates Ltd
Address of donor: Fingerpost Cottage, Woodford Road, Poynton SK12 1DY
Amount of donation or nature and value if donation in kind: Provision of a member of staff for the Hazel Grove Constituency Conservative Association during December 2022, value Â£1,000
Donor status: company, registration 11727791
(Registered 10 January 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25360,3,2023-10-30-2fa6c1a9-25360-0
8f483fbc1445a22bb580dc12f6e56663ef5310f4,"Name of donor: Bacon Estates Ltd
Address of donor: Fingerpost Cottage, Woodford Road, Poynton SK12 1DY
Amount of donation or nature and value if donation in kind: Provision of a member of staff for the Hazel Grove Constituency Conservative Association during November 2022, value Â£750.40
Donor status: company, registration 11727791
(Registered 10 January 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25360,2,2023-10-30-2fa6c1a9-25360-0
98f8f22f153892080d28c028ccab1dd0e9cff434,"Name of donor: Bacon Estates Ltd
Address of donor: Fingerpost Cottage, Woodford Road, Poynton SK12 1DY
Amount of donation or nature and value if donation in kind: Provision of a member of staff for the Hazel Grove Constituency Conservative Association during October 2022, value Â£1,396.55
Donor status: company, registration 11727791
(Registered 06 December 2022)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25360,1,2023-10-30-2fa6c1a9-25360-0
ec7f4fa58c99615f36fe74deea699cca855ac592,"Name of donor: Bacon Estates Ltd
Address of donor: Fingerpost Cottage, Woodford Road, Poynton SK12 1DY
Amount of donation or nature and value if donation in kind: Provision of members of staff for the Hazel Grove Constituency Conservative Association from 30 June 2022 to 31 July, Â£1,333.33; 1 August 2022 to 31 August 2022, Â£1,333.33; 1 September 2022 to 30 September 2022: Â£2083.33 and 1 October to 31 October, 2083.33, total value Â£6,833.32
Donor status: company, registration 11727791
(Registered 22 July 2022; updated 31 October 2022)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25360,0,2023-10-30-2fa6c1a9-25360-0
6d856e4d4cd691e5c53bba3345bc067a74b646aa,"Name of donor: Confederation GÃ©nÃ©rale des Entreprises du Maroc
Address of donor: 23, Bd Mohamed Abdou, Quartier Palmiers, 20340, Casablanca, Morocco
Estimate of the probable value (or amount of any donation): Flights, internal transport, accommodation and meals, value Â£2,550
Destination of visit: Casablanca, Morocco
Dates of visit: 9-15 October 2022
Purpose of visit: Trade related fact-finding visit for some Members of the International Trade Committee accompanied by a representative of the Moroccan Embassy in London.
(Registered 27 October 2022)",891eb863,2023-10-30,,uk.org.publicwhip/person/25362,0,2023-10-30-891eb863-25362-0
fbf86f624785fdf684dcc94289ce013aaa5abb8c,"Name of donor: UK Music Ltd
Address of donor: Savoy Hill House, 7-10 Savoy Hill, London WC2R 0BU
Amount of donation or nature and value if donation in kind: One hospitality ticket to the Mercury Awards, value Â£495
Date received: 7 September 2023
Date accepted: 7 September 2023
Donor status: company, registration 03245288
(Registered 04 October 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/11333,2,2023-10-30-64e8edeb-11333-0
76ddf9e59bf06ae77e446a4d9c61162c220c68c2,"Name of donor: The Royal Edinburgh Military Tattoo Ltd
Address of donor: 1-3 Cockburn Street, Edinburgh EH1 1QB
Amount of donation or nature and value if donation in kind: Two tickets with hospitality for the Edinburgh Royal Military Tattoo, value Â£830
Date received: 7 August 2023
Date accepted: 7 August 2023
Donor status: company, registration 128255
(Registered 30 August 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/11333,1,2023-10-30-64e8edeb-11333-0
f154c9568b1529f00b23137ef7697a7d8c3db179,"Name of donor: Betting and Gaming Council
Address of donor: Kings Building, 16 Smith Square, London SW1P 3HQ
Amount of donation or nature and value if donation in kind: Two tickets with hospitality for BST Hyde Park Concerts, value Â£1,099
Date received: 7 July 2023
Date accepted: 7 July 2023
Donor status: company, registration 12213577
(Registered 31 July 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/11333,0,2023-10-30-64e8edeb-11333-0
e204cf46023facd8f8cba5750b69aa72b8fab7ae,I receive payments for my published works from the Performing Rights Society.,10057ffd,2023-10-30,,uk.org.publicwhip/person/11333,3,2023-10-30-10057ffd-11333-0
4c145dcfc0c18fba816a2b03cad49cb4dad5d189,"29 November 2022, received Â£1,693 for my recorded works with Ridge Records. Hours: no additional hours. (Registered 16 December 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11333,2,2023-10-30-10057ffd-11333-0
9f151069c3e43ad193c633dcbd7e0ce2d9164f20,"29 November 2022, received Â£1,069 for my recorded works from Chrysalis Records. Hours: no additional hours. (Registered 16 December 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11333,1,2023-10-30-10057ffd-11333-0
e94816359be0e4edd619dc7c2d52377d8a10704b,"I receive royalty payments from EMI and from Ridge Records for my recorded works with Runrig, with whom I serve as an unremunerated director. Addresses: EMI House, 43 Brook Green, London W6 7EF and Ridge Records Limited, 1 York Street, Aberdeen AB11 5DL.",10057ffd,2023-10-30,,uk.org.publicwhip/person/11333,0,2023-10-30-10057ffd-11333-0
698fc5868f3482dcc6682262153d24bd5c795459,"Name of donor: Betting & Gaming Council
Address of donor: 1 Bedford Row, London WC1R 4BY
Amount of donation or nature and value if donation in kind: One ticket and hospitality at Madonna music concert, value Â£1,074
Date received: 15 October 2023
Date accepted: 15 October 2023
Donor status: company, registration 12213577
(Registered 27 October 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/10648,0,2023-10-30-64e8edeb-10648-0
4944ac3821ddc51be3cbfa156d8df4203b25886f,"Name of donor: Communication Workers Union
Address of donor: 150 The Broadway, Wimbledon SW19 1RX
Amount of donation or nature and value if donation in kind: Â£2,000
Date received: 11 April 2023
Date accepted: 11 April 2023
Donor status: trade union
(Registered 17 April 2023)",70b64e89,2023-10-30,,uk.org.publicwhip/person/25826,0,2023-10-30-70b64e89-25826-0
86071cdefa9e348df77cd56ea877c29758d31671,"From June 2019, Board Member of the Centre for Brexit Policy. This is an unpaid role. (Registered 02 February 2022)",5f2cbd10,2023-10-30,,uk.org.publicwhip/person/11374,0,2023-10-30-5f2cbd10-11374-0
e64eb36bf0b29197445fbcd66984387cc7bfe004,"14 December 2022, payment of Â£150. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,22,2023-10-30-10057ffd-11374-0
bf5b69b3d8251349f4aac25429c7a15b923257eb,"25 November 2023, payment of Â£100. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,21,2023-10-30-10057ffd-11374-0
9e3c612ef554f0e125dc33494d8fc8b1f9e09f26,"13 October 2022, payment of Â£80. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,20,2023-10-30-10057ffd-11374-0
888e5e70b84b2e632464f7e5e48ec09bf73973ce,"24 June 2022, payment of Â£100. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,19,2023-10-30-10057ffd-11374-0
ac35973ca841034e939927cc7a28ae4538bd4adf,"10 March 2022, payment of Â£100. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,18,2023-10-30-10057ffd-11374-0
320618728ab442bc3da041e652691f1ebf7e6516,"Payments from YouGov, 50 Featherstone Street, London EC1Y 8RT, for surveys. All fees paid direct to charity or good causes.",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,17,2023-10-30-10057ffd-11374-0
4c36d4b059d81c43999ba3059d8c290e0c494478,"6 December 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,16,2023-10-30-10057ffd-11374-0
8b00b0737a6b270bd8db7691f72729c18ec2d33e,"4 December 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,15,2023-10-30-10057ffd-11374-0
6d568d27d8a3e60811e105c38c0edb9f2600f8b6,"2 December 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,14,2023-10-30-10057ffd-11374-0
d0086c9d88ff09dac356a9efc0d6ad3b08bb537c,"5 September 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,13,2023-10-30-10057ffd-11374-0
152b7f8df0b734e39153cbf9fdc97c91afd5c57b,"15 August 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,12,2023-10-30-10057ffd-11374-0
b8c58a8f4ed6902ab66ee8888187d57f77ab5127,"23 May 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,11,2023-10-30-10057ffd-11374-0
3d4ff4e08db4d89fa052c6ca714a7583a2d2fb3d,"4 April 2022, payment of Â£75. Hours: 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,10,2023-10-30-10057ffd-11374-0
f831a3dbd8ebfed5b27a5fd353571ef58b8c177d,"Payments from Yonder Consulting, Northburgh House, 10 Northburgh Street, London EC1V 0AT, for surveys.  All fees paid direct to charity or good causes.",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,9,2023-10-30-10057ffd-11374-0
e153768fdbb818774f71bfa8ff471b16e59e86a7,"15 August 2022, payment of Â£225. Hours: 35 mins. (Registered 02 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,8,2023-10-30-10057ffd-11374-0
1ee28333c314bd43e7c44a9cfdf61cf7409002e4,"12 January 2022, payment of Â£50. Hours: 15 mins. (Registered 02 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,7,2023-10-30-10057ffd-11374-0
27c90903a3e457c68efe20c6228350931d4a436e,"Payments from Ipsos Mori, 37 Thomas Moore Square, London E1W 1YW, for surveys. All fees paid direct to charity.",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,6,2023-10-30-10057ffd-11374-0
92abb61a60447cfc4db002b8e8d0aad88f946c62,"8 December 2022, payment of Â£75. Hours: approx. 15 mins. (Registered 19 September 2023)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,5,2023-10-30-10057ffd-11374-0
5f01423039f2256626ee7ba72534c92fcb010f1a,"9 September 2022, payment of Â£75. Hours: approx. 15 mins. (Registered 02 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,4,2023-10-30-10057ffd-11374-0
fd9ffcec3735038c4fbfef043c134d72923bc780,"2 August 2022, payment of Â£75. Hours: approx. 15 mins. (Registered 02 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,3,2023-10-30-10057ffd-11374-0
8d7845d7d736bdd6dae4dfd71e6fae76aea99259,"23 May 2022, payment of Â£100. Hours: approx. 15 mins. (Registered 02 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,2,2023-10-30-10057ffd-11374-0
04bcb6c00282c79f7e9f1316000b556ebff4796a,"24 January 2022, payment of Â£75. Hours: approx. 15 mins. (Registered 02 November 2022)",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,1,2023-10-30-10057ffd-11374-0
b7751bca5ed420c85874e6bc077c5d6cae04a50c,"Payments from Savanta ComRes, 3 Melville Street, Edinburgh EH3 7PE, for surveys. All fees paid direct to charity or good causes.",10057ffd,2023-10-30,,uk.org.publicwhip/person/11374,0,2023-10-30-10057ffd-11374-0
b0bf60e8f098f8d45fa252952dba3b5939b9daf7,"Name of donor: Medical Aid for Palestinians
Address of donor: 33a Islington Park Street, London N1 1QB
Estimate of the probable value (or amount of any donation): Flights, accommodation, food and transport, value Â£1,631.29
Destination of visit: Occupied Palestinian Territory and Israel
Dates of visit: 20-25 November 2022
Purpose of visit: Fact-finding visit organised by the Council for Arab-British Understanding and Medical Aid for Palestinians.
(Registered 13 December 2022)",891eb863,2023-10-30,,uk.org.publicwhip/person/25820,1,2023-10-30-891eb863-25820-0
ebaeec21c48fd5309b4f243ab708300e0041046e,"Name of donor: Liberal Democrats Friends of Israel
Address of donor: private
Estimate of the probable value (or amount of any donation): Transport, hotels, meals and other incidental expenses, value Â£3,310.44
Destination of visit: Israel
Dates of visit: 27 September - 2 October 2022
Purpose of visit: To visit the region and meet people to get an on-the-ground briefing on the Israeli-Palestinian situation.
(Registered 28 October 2022)",891eb863,2023-10-30,,uk.org.publicwhip/person/25820,0,2023-10-30-891eb863-25820-0
1a7c2315512092e032391a3dc17c6302408eea34,"Name of donor: Football Association Ltd
Address of donor: Wembley Stadium, London HA9 0WS
Amount of donation or nature and value if donation in kind: Two tickets and hospitality at the Womenâs FA Cup Final, value Â£340
Date received: 14 May 2023
Date accepted: 14 May 2023
Donor status: company, registration 00077797
(Registered 17 May 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/25820,4,2023-10-30-64e8edeb-25820-0
3a4d8f016b4d53261ce8277a6a9ca983f090359b,"Name of donor: Harlequin Football Club Ltd
Address of donor: Twickenham Stoop Stadium, Langhorn Drive, Twickenham TW2 7SX
Amount of donation or nature and value if donation in kind: Two tickets with hospitality for the BG14 match at Twickenham Stadium, value Â£900
Date received: 4 March 2023
Date accepted: 4 March 2023
Donor status: company, registration 03213073
(Registered 06 March 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/25820,3,2023-10-30-64e8edeb-25820-0
56d52fa26819c7f8d50d175699a1ded6335bd51f,"Name of donor: Centre for Turkey Studies & Development
Address of donor: 239-241 Kennington Lane, London SE11 5QU
Amount of donation or nature and value if donation in kind: Ticket to the British Kebab Awards, value Â£360
Date received: 28 February 2023
Date accepted: 28 February 2023
Donor status: company, registration 07512777
(Registered 03 March 2023)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/25820,2,2023-10-30-64e8edeb-25820-0
4e8043e9484e2cb5150cf1066b6143645735e1c4,"Name of donor: Rugby Football Union
Address of donor: Rugby House, Twickenham Stadium, 200 Whitton Road, Twickenham TW2 7BA
Amount of donation or nature and value if donation in kind: Two tickets with hospitality for England v South Africa match at Twickenham Stadium, value Â£580.80
Date received: 26 November 2022
Date accepted: 26 November 2022
Donor status: company, registration IP27981R
(Registered 09 December 2022)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/25820,1,2023-10-30-64e8edeb-25820-0
ef74d94e43340ae2a3dcf6c4f27e3802ccd9d51f,"Name of donor: National Liberal Club
Address of donor: 1 Whitehall Place, London SW1A 2HE
Amount of donation or nature and value if donation in kind: Honorary membership from 19 May 2021 to 31 December 2022, value Â£1,463
Date received: 19 May 2021 - 31 December 2022
Date accepted: 19 May 2021
Donor status: company, registration 01355034
(Registered 24 May 2021)",64e8edeb,2023-10-30,,uk.org.publicwhip/person/25820,0,2023-10-30-64e8edeb-25820-0
40ea423ac1b0e289a6bbec293c1d8515c33a8b6f,"Name of donor: Jasper Cook
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£1,800 received in instalments of Â£100 a month from January to June 2023, then Â£200 a month July to December 2023, by my local party for use by me
Donor status: individual
(Registered 12 September 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25820,11,2023-10-30-2fa6c1a9-25820-0
91914757f4bf7ba4a01f74192621e31074e08cb0,"Name of donor: Fiona Forbes
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£15,000 received by my local party to assist with employing a member of staff to advise me on my education brief
Donor status: individual
(Registered 10 May 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25820,10,2023-10-30-2fa6c1a9-25820-0
9fba79b69947a5b39d476bc8c9ca4831e0f5f3b1,"Name of donor: Mike Wheatley
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£1,800 received in instalments of Â£150 a month from 1 April 2023 to 1 March 2024 by my local party for use by me
Donor status: individual
(Registered 03 April 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25820,9,2023-10-30-2fa6c1a9-25820-0
728f0ebc43b1c99cf7721de830df9713785a49b2,"Name of donor: James Heath
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£2,400 received in monthly instalments of Â£200 from 24 January 2023 until December 2023 by my local party for use by me
Donor status: individual
(Registered 24 January 2023)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25820,8,2023-10-30-2fa6c1a9-25820-0
ed35202aa61714e898fb64bd8b75bab6cd5deb13,"Name of donor: Lord Tim Clement-Jones
Address of donor: private
Amount of donation or nature and value if donation in kind: Â£3,600, received in monthly instalments of Â£300 from December 2022 until November 2023 by my local party for use by me
Donor status: individual
(Registered 09 December 2022)",2fa6c1a9,2023-10-30,,uk.org.publicwhip/person/25820,7,2023-10-30-2fa6c1a9-25820-0
